cof_id,topology_name,topology_id,topology_pt_path,node1_connectivity,node1_linker_id,node2_connectivity,node2_linker_id,parent_2c_id,edge_fn_id,edge_linker_type,coverage_pct,coverage_fraction,bridge_type,base_id,functionalization_type,LCD,PLD,N_base_FLP,C_FLP,N_base_FLP_sim,C_FLP_sim,edge_slots,node_slots,total_slots,n_fn_edges_expected,n_unfn_edges_expected
COF_025282,bcu-f,11,embed/11.pt,3,0,3,0,3,1236,fn,100,1.0,ph,12,base,24.26714,16.06464,40,9.434595,15,6.316071,24,16,40,24.0,0.0
COF_025287,bcu-f,11,embed/11.pt,3,0,3,0,11,433,fn,50,0.5,dir,7,base,15.38282,7.2567,68,29.546115,4,3.620653,24,16,40,12.0,12.0
COF_025288,bcu-f,11,embed/11.pt,3,2,3,2,5,-1,unfn,0,0.0,none,-1,none,37.0989,27.39629,27,7.632617,21,6.670871,24,16,40,0.0,24.0
COF_025289,bcu-f,11,embed/11.pt,3,0,3,0,11,954,fn,100,1.0,ch2,0,base,14.27148,7.00658,66,28.142918,6,5.362509,24,16,40,24.0,0.0
COF_025290,bcu-f,11,embed/11.pt,3,2,3,2,8,1455,fn,100,1.0,ph,14,base,32.86992,28.28726,33,9.543264,23,7.756192,24,16,40,24.0,0.0
COF_025291,bcu-f,11,embed/11.pt,3,2,3,2,4,767,fn,50,0.5,ch2,9,base,49.2587,35.07923,16,5.388402,16,5.388402,24,16,40,12.0,12.0
COF_025292,bcu-f,11,embed/11.pt,3,0,3,0,13,1100,fn,50,0.5,ch2,19,base,9.53998,3.97351,0,0.0,0,0.0,24,16,40,12.0,12.0
COF_025293,bcu-f,11,embed/11.pt,3,2,3,2,7,348,fn,75,0.75,dir,21,base,35.10251,22.74467,25,12.033481,20,10.607966,24,16,40,18.0,6.0
COF_025294,bcu-f,11,embed/11.pt,3,1,3,1,4,777,fn,100,1.0,ch2,13,base,41.75572,32.56902,47,16.324721,31,13.412403,24,16,40,24.0,0.0
COF_025297,bcu-f,11,embed/11.pt,3,0,3,0,12,1006,fn,25,0.25,ch2,17,base,26.27346,18.90692,1,0.635058,1,0.635058,24,16,40,6.0,18.0
COF_025298,bcu-f,11,embed/11.pt,3,0,3,0,7,-1,unfn,0,0.0,none,-1,none,16.95289,7.73119,12,0.835005,8,0.8017,24,16,40,0.0,24.0
COF_025299,bcu-f,11,embed/11.pt,3,0,3,0,9,934,fn,75,0.75,ch2,10,base,14.84906,10.92283,60,15.308988,13,6.199726,24,16,40,18.0,6.0
COF_025300,bcu-f,11,embed/11.pt,3,1,3,1,1,-1,unfn,0,0.0,none,-1,none,42.75961,33.99527,4,2.433892,4,2.433892,24,16,40,0.0,24.0
COF_025301,bcu-f,11,embed/11.pt,3,2,3,2,9,1474,fn,75,0.75,ph,5,base,31.66138,22.41899,28,9.049366,19,7.722697,24,16,40,18.0,6.0
COF_025303,bcu-f,11,embed/11.pt,3,0,3,0,1,45,fn,50,0.5,dir,14,base,25.53155,21.79266,6,0.911543,4,0.657213,24,16,40,12.0,12.0
COF_025304,bcu-f,11,embed/11.pt,3,0,3,0,1,-1,unfn,0,0.0,none,-1,none,27.4512,20.96333,0,0.0,0,0.0,24,16,40,0.0,24.0
COF_025305,bcu-f,11,embed/11.pt,3,0,3,0,1,56,fn,25,0.25,dir,24,base,24.73008,20.49573,1,0.763195,1,0.763195,24,16,40,6.0,18.0
COF_025307,bcu-f,11,embed/11.pt,3,1,3,1,12,1576,fn,100,1.0,ph,16,base,35.2426,31.35722,42,14.319483,29,10.913333,24,16,40,24.0,0.0
COF_025308,bcu-f,11,embed/11.pt,3,0,3,0,5,-1,unfn,0,0.0,none,-1,none,12.83051,7.43749,27,0.650073,4,0.447518,24,16,40,0.0,24.0
COF_025309,bcu-f,11,embed/11.pt,3,2,3,2,8,904,fn,50,0.5,ch2,0,base,37.79065,31.07232,29,12.293154,20,9.403551,24,16,40,12.0,12.0
COF_025310,bcu-f,11,embed/11.pt,3,2,3,2,6,-1,unfn,0,0.0,none,-1,none,38.39117,26.47327,2,0.377883,2,0.377883,24,16,40,0.0,24.0
COF_025311,bcu-f,11,embed/11.pt,3,1,3,1,5,792,fn,25,0.25,ch2,4,base,30.59794,20.55881,18,9.552882,15,8.974864,24,16,40,6.0,18.0
COF_025312,bcu-f,11,embed/11.pt,3,0,3,0,3,150,fn,25,0.25,dir,11,base,26.24425,18.51255,15,3.746149,9,2.32717,24,16,40,6.0,18.0
COF_025313,bcu-f,11,embed/11.pt,3,1,3,1,8,362,fn,100,1.0,dir,2,base,28.05518,21.24728,26,14.018389,20,12.980519,24,16,40,24.0,0.0
COF_025314,bcu-f,11,embed/11.pt,3,1,3,1,9,924,fn,100,1.0,ch2,21,base,30.2404,19.38694,51,31.197312,25,19.574363,24,16,40,24.0,0.0
COF_025315,bcu-f,11,embed/11.pt,3,0,3,0,2,672,fn,100,1.0,ch2,17,base,24.67003,17.78665,34,10.982216,16,6.497898,24,16,40,24.0,0.0
COF_025316,bcu-f,11,embed/11.pt,3,1,3,1,2,1209,fn,100,1.0,ph,27,base,36.07083,23.98047,26,10.16304,20,8.666805,24,16,40,24.0,0.0
COF_025317,bcu-f,11,embed/11.pt,3,0,3,0,13,556,fn,25,0.25,dir,10,base,9.57849,4.87923,0,0.0,0,0.0,24,16,40,6.0,18.0
COF_025318,bcu-f,11,embed/11.pt,3,2,3,2,13,1089,fn,25,0.25,ch2,13,base,35.02539,25.42236,5,1.443991,5,1.443991,24,16,40,6.0,18.0
COF_025319,bcu-f,11,embed/11.pt,3,2,3,2,10,413,fn,50,0.5,dir,15,base,37.92086,30.12717,39,19.290149,25,14.434703,24,16,40,12.0,12.0
COF_025320,bcu-f,11,embed/11.pt,3,2,3,2,13,578,fn,25,0.25,dir,15,base,32.39895,24.09055,4,1.901189,4,1.901189,24,16,40,6.0,18.0
COF_025321,bcu-f,11,embed/11.pt,3,0,3,0,5,-1,unfn,0,0.0,none,-1,none,12.83051,7.43749,27,0.650073,4,0.447518,24,16,40,0.0,24.0
COF_025323,bcu-f,11,embed/11.pt,3,1,3,1,3,153,fn,100,1.0,dir,13,base,39.38892,30.04358,31,16.704922,28,15.118437,24,16,40,24.0,0.0
COF_025324,bcu-f,11,embed/11.pt,3,2,3,2,4,187,fn,50,0.5,dir,4,base,47.31219,37.43854,23,6.232194,18,5.495685,24,16,40,12.0,12.0
COF_025325,bcu-f,11,embed/11.pt,3,1,3,1,6,-1,unfn,0,0.0,none,-1,none,30.21814,22.02801,15,13.072466,15,13.072466,24,16,40,0.0,24.0
COF_025326,bcu-f,11,embed/11.pt,3,1,3,1,4,1281,fn,100,1.0,ph,0,base,39.52926,30.69338,58,18.928091,32,11.921277,24,16,40,24.0,0.0
COF_025327,bcu-f,11,embed/11.pt,3,2,3,2,1,51,fn,25,0.25,dir,19,base,49.21533,41.63333,1,0.156869,1,0.156869,24,16,40,6.0,18.0
COF_025328,bcu-f,11,embed/11.pt,3,2,3,2,13,1095,fn,100,1.0,ch2,15,base,33.04045,20.58646,26,15.591893,17,12.50242,24,16,40,24.0,0.0
COF_025329,bcu-f,11,embed/11.pt,3,2,3,2,10,1501,fn,75,0.75,ph,14,base,36.09034,24.12003,38,15.328455,24,9.960453,24,16,40,18.0,6.0
COF_025330,bcu-f,11,embed/11.pt,3,1,3,1,9,383,fn,100,1.0,dir,4,base,26.13409,18.46566,27,16.54193,19,14.180337,24,16,40,24.0,0.0
COF_025331,bcu-f,11,embed/11.pt,3,0,3,0,8,1454,fn,25,0.25,ph,-1,functionalized,16.14396,11.08528,24,4.608285,8,2.469168,24,16,40,6.0,18.0
COF_025332,bcu-f,11,embed/11.pt,3,1,3,1,5,241,fn,25,0.25,dir,11,base,30.8587,22.77568,24,14.886163,19,13.186289,24,16,40,6.0,18.0
COF_025334,bcu-f,11,embed/11.pt,3,1,3,1,6,1373,fn,50,0.5,ph,9,base,28.75013,18.79746,20,9.4117,16,8.88773,24,16,40,12.0,12.0
COF_025335,bcu-f,11,embed/11.pt,3,0,3,0,10,942,fn,25,0.25,ch2,7,base,16.76224,12.41262,61,23.978943,14,9.142788,24,16,40,6.0,18.0
COF_025339,bcu-f,11,embed/11.pt,3,2,3,2,11,439,fn,25,0.25,dir,10,base,35.83937,26.16984,44,27.406456,25,17.215884,24,16,40,6.0,18.0
COF_025340,bcu-f,11,embed/11.pt,3,1,3,1,4,762,fn,75,0.75,ch2,6,base,40.551,32.12989,38,13.025317,24,10.332687,24,16,40,18.0,6.0
COF_025341,bcu-f,11,embed/11.pt,3,0,3,0,5,253,fn,75,0.75,dir,21,base,10.29189,7.20343,0,0.0,0,0.0,24,16,40,18.0,6.0
COF_025342,bcu-f,11,embed/11.pt,3,1,3,1,10,940,fn,100,1.0,ch2,4,base,25.32077,18.31246,48,24.417075,20,13.564429,24,16,40,24.0,0.0
COF_025343,bcu-f,11,embed/11.pt,3,2,3,2,2,65,fn,25,0.25,dir,1,base,49.20133,40.99017,14,1.754868,12,1.560708,24,16,40,6.0,18.0
COF_025345,bcu-f,11,embed/11.pt,3,1,3,1,11,1516,fn,75,0.75,ph,4,base,21.1448,16.13385,57,26.717534,27,17.16999,24,16,40,18.0,6.0
COF_025347,bcu-f,11,embed/11.pt,3,1,3,1,6,1369,fn,75,0.75,ph,7,base,28.10757,20.35264,25,13.23334,19,11.334789,24,16,40,18.0,6.0
COF_025348,bcu-f,11,embed/11.pt,3,0,3,0,3,-1,unfn,0,0.0,none,-1,none,26.55436,19.21987,9,0.992152,5,0.66799,24,16,40,0.0,24.0
COF_025350,bcu-f,11,embed/11.pt,3,0,3,0,10,419,fn,25,0.25,dir,26,base,16.22727,10.67239,56,22.200272,14,6.967062,24,16,40,6.0,18.0
COF_025352,bcu-f,11,embed/11.pt,3,0,3,0,0,1123,fn,75,0.75,ph,17,base,13.25786,7.17419,13,2.885372,2,1.076531,24,16,40,18.0,6.0
COF_025353,bcu-f,11,embed/11.pt,3,0,3,0,9,-1,unfn,0,0.0,none,-1,none,18.57841,14.93447,19,3.570433,10,2.474997,24,16,40,0.0,24.0
COF_025354,bcu-f,11,embed/11.pt,3,2,3,2,2,68,fn,25,0.25,dir,2,base,49.19978,39.80604,19,2.202067,16,1.891471,24,16,40,6.0,18.0
COF_025355,bcu-f,11,embed/11.pt,3,2,3,2,7,871,fn,100,1.0,ch2,4,base,30.98148,24.60399,15,3.555776,13,3.310514,24,16,40,24.0,0.0
COF_025356,bcu-f,11,embed/11.pt,3,0,3,0,4,217,fn,100,1.0,dir,24,base,23.34326,18.12981,53,19.727443,18,9.355806,24,16,40,24.0,0.0
COF_025357,bcu-f,11,embed/11.pt,3,0,3,0,1,20,fn,100,1.0,dir,0,base,27.517,20.80675,0,0.0,0,0.0,24,16,40,24.0,0.0
COF_025358,bcu-f,11,embed/11.pt,3,1,3,1,7,304,fn,25,0.25,dir,1,base,29.16442,19.35611,21,11.292962,18,10.821608,24,16,40,6.0,18.0
COF_025359,bcu-f,11,embed/11.pt,3,1,3,1,4,1302,fn,75,0.75,ph,12,base,38.26076,29.6898,40,15.802564,28,12.399483,24,16,40,18.0,6.0
COF_025360,bcu-f,11,embed/11.pt,3,1,3,1,2,1218,fn,100,1.0,ph,2,base,38.82491,28.34116,21,6.848839,19,6.547046,24,16,40,24.0,0.0
COF_025361,bcu-f,11,embed/11.pt,3,2,3,2,8,-1,unfn,0,0.0,none,-1,none,38.36928,31.18049,12,2.906928,10,2.335268,24,16,40,0.0,24.0
COF_025364,bcu-f,11,embed/11.pt,3,2,3,2,11,957,fn,100,1.0,ch2,1,base,34.95831,29.7423,56,30.168867,26,16.346221,24,16,40,24.0,0.0
COF_025365,bcu-f,11,embed/11.pt,3,1,3,1,4,1296,fn,25,0.25,ph,8,base,40.73109,32.23389,28,8.95756,23,7.269613,24,16,40,6.0,18.0
COF_025366,bcu-f,11,embed/11.pt,3,1,3,1,3,169,fn,75,0.75,dir,21,base,40.08277,28.77204,27,11.572643,20,9.834289,24,16,40,18.0,6.0
COF_025367,bcu-f,11,embed/11.pt,3,1,3,1,1,621,fn,75,0.75,ch2,4,base,39.94181,32.25527,17,7.621684,15,6.480095,24,16,40,18.0,6.0
COF_025368,bcu-f,11,embed/11.pt,3,1,3,1,0,-1,unfn,0,0.0,none,-1,none,31.39303,24.99593,14,8.307766,14,8.307766,24,16,40,0.0,24.0
COF_025369,bcu-f,11,embed/11.pt,3,2,3,2,2,671,fn,100,1.0,ch2,17,base,46.07796,39.82399,20,7.744221,17,7.08299,24,16,40,24.0,0.0
COF_025370,bcu-f,11,embed/11.pt,3,1,3,1,6,819,fn,75,0.75,ch2,0,base,29.48305,22.0578,28,15.415762,20,12.612161,24,16,40,18.0,6.0
COF_025371,bcu-f,11,embed/11.pt,3,0,3,0,0,-1,unfn,0,0.0,none,-1,none,16.41359,11.47507,0,0.0,0,0.0,24,16,40,0.0,24.0
COF_025373,bcu-f,11,embed/11.pt,3,0,3,0,12,-1,unfn,0,0.0,none,-1,none,26.79561,19.94739,0,0.0,0,0.0,24,16,40,0.0,24.0
COF_025374,bcu-f,11,embed/11.pt,3,0,3,0,8,368,fn,100,1.0,dir,9,base,15.54362,7.35194,50,12.845236,11,6.197255,24,16,40,24.0,0.0
COF_025376,bcu-f,11,embed/11.pt,3,0,3,0,1,1134,fn,75,0.75,ph,3,base,21.96906,13.57041,11,6.690335,10,6.391073,24,16,40,18.0,6.0
COF_025378,bcu-f,11,embed/11.pt,3,0,3,0,11,-1,unfn,0,0.0,none,-1,none,14.02422,8.88879,78,28.972135,12,7.899407,24,16,40,0.0,24.0
COF_025380,bcu-f,11,embed/11.pt,3,1,3,1,4,1294,fn,50,0.5,ph,7,base,40.81472,33.04226,35,17.192563,21,11.711537,24,16,40,12.0,12.0
COF_025381,bcu-f,11,embed/11.pt,3,0,3,0,3,1235,fn,75,0.75,ph,12,base,23.26217,15.47581,30,6.830468,13,3.70538,24,16,40,18.0,6.0
COF_025382,bcu-f,11,embed/11.pt,3,1,3,1,4,-1,unfn,0,0.0,none,-1,none,41.25709,34.17036,22,5.10105,17,4.047778,24,16,40,0.0,24.0
COF_025383,bcu-f,11,embed/11.pt,3,2,3,2,9,-1,unfn,0,0.0,none,-1,none,38.38497,32.2316,12,4.846895,11,4.713903,24,16,40,0.0,24.0
COF_025385,bcu-f,11,embed/11.pt,3,2,3,2,7,347,fn,25,0.25,dir,19,base,38.09545,28.47049,15,2.896786,12,2.443432,24,16,40,6.0,18.0
COF_025386,bcu-f,11,embed/11.pt,3,1,3,1,12,-1,unfn,0,0.0,none,-1,none,41.32923,32.52807,12,4.798061,12,4.798061,24,16,40,0.0,24.0
COF_025387,bcu-f,11,embed/11.pt,3,0,3,0,4,772,fn,75,0.75,ch2,19,base,24.37196,16.09913,48,19.530774,16,8.826409,24,16,40,18.0,6.0
COF_025389,bcu-f,11,embed/11.pt,3,0,3,0,10,412,fn,25,0.25,dir,14,base,18.06946,10.52184,64,22.175998,14,6.268245,24,16,40,6.0,18.0
COF_025390,bcu-f,11,embed/11.pt,3,2,3,2,10,948,fn,25,0.25,ch2,14,base,37.46696,30.4662,38,14.988047,25,11.401217,24,16,40,6.0,18.0
COF_025391,bcu-f,11,embed/11.pt,3,2,3,2,6,1360,fn,100,1.0,ph,2,base,32.91858,27.94128,4,0.451613,4,0.451613,24,16,40,24.0,0.0
COF_025393,bcu-f,11,embed/11.pt,3,0,3,0,0,599,fn,25,0.25,ch2,2,base,15.98938,11.31006,8,2.01805,5,1.473965,24,16,40,6.0,18.0
COF_025394,bcu-f,11,embed/11.pt,3,1,3,1,6,1364,fn,100,1.0,ph,4,base,27.82692,18.71545,25,11.773302,17,10.395947,24,16,40,24.0,0.0
COF_025395,bcu-f,11,embed/11.pt,3,1,3,1,10,1494,fn,25,0.25,ph,6,base,29.30464,21.79343,35,17.937267,20,12.561105,24,16,40,6.0,18.0
COF_025396,bcu-f,11,embed/11.pt,3,0,3,0,7,902,fn,25,0.25,ch2,23,base,13.07136,7.61684,36,4.840546,8,2.651562,24,16,40,6.0,18.0
COF_025397,bcu-f,11,embed/11.pt,3,1,3,1,3,743,fn,100,1.0,ch2,14,base,39.14363,30.97051,39,8.92787,25,6.797232,24,16,40,24.0,0.0
COF_025398,bcu-f,11,embed/11.pt,3,2,3,2,7,865,fn,25,0.25,ch2,1,base,36.66122,27.72644,13,3.594604,11,3.367783,24,16,40,6.0,18.0
COF_025399,bcu-f,11,embed/11.pt,3,0,3,0,13,589,fn,50,0.5,dir,23,base,7.7174,4.71891,0,0.0,0,0.0,24,16,40,12.0,12.0
COF_025400,bcu-f,11,embed/11.pt,3,2,3,2,0,604,fn,25,0.25,ch2,9,base,38.60737,31.09684,1,0.413485,1,0.413485,24,16,40,6.0,18.0
COF_025401,bcu-f,11,embed/11.pt,3,0,3,0,13,1058,fn,100,1.0,ch2,0,base,8.58008,4.00707,0,0.0,0,0.0,24,16,40,24.0,0.0
COF_025403,bcu-f,11,embed/11.pt,3,1,3,1,8,367,fn,75,0.75,dir,8,base,28.29484,21.29462,37,14.896895,23,12.656978,24,16,40,18.0,6.0
COF_025404,bcu-f,11,embed/11.pt,3,2,3,2,1,1142,fn,50,0.5,ph,7,base,48.75346,35.65013,11,4.530543,10,4.323007,24,16,40,12.0,12.0
COF_025405,bcu-f,11,embed/11.pt,3,2,3,2,3,727,fn,50,0.5,ch2,7,base,46.80707,36.49227,11,2.214886,10,2.145437,24,16,40,12.0,12.0
COF_025406,bcu-f,11,embed/11.pt,3,2,3,2,13,1659,fn,25,0.25,ph,-1,functionalized,34.22166,26.73611,4,2.181574,4,2.181574,24,16,40,6.0,18.0
COF_025407,bcu-f,11,embed/11.pt,3,2,3,2,0,8,fn,75,0.75,dir,9,base,36.6604,28.03682,9,1.619483,7,1.407633,24,16,40,18.0,6.0
COF_025408,bcu-f,11,embed/11.pt,3,1,3,1,9,399,fn,75,0.75,dir,26,base,27.99054,22.63355,40,17.019737,21,12.234323,24,16,40,18.0,6.0
COF_025409,bcu-f,11,embed/11.pt,3,1,3,1,10,-1,unfn,0,0.0,none,-1,none,30.95112,24.53007,38,18.709116,20,13.093989,24,16,40,0.0,24.0
COF_025410,bcu-f,11,embed/11.pt,3,1,3,1,1,633,fn,25,0.25,ch2,11,base,42.53836,31.07089,8,2.503832,8,2.503832,24,16,40,6.0,18.0
COF_025412,bcu-f,11,embed/11.pt,3,2,3,2,9,-1,unfn,0,0.0,none,-1,none,38.38497,32.2316,12,4.846895,11,4.713903,24,16,40,0.0,24.0
COF_025413,bcu-f,11,embed/11.pt,3,0,3,0,6,290,fn,25,0.25,dir,19,base,16.50491,7.66177,29,1.474689,3,0.493634,24,16,40,6.0,18.0
COF_025414,bcu-f,11,embed/11.pt,3,1,3,1,7,336,fn,25,0.25,dir,14,base,27.08876,16.56558,15,8.94503,14,8.460952,24,16,40,6.0,18.0
COF_025416,bcu-f,11,embed/11.pt,3,2,3,2,5,-1,unfn,0,0.0,none,-1,none,37.0989,27.39629,27,7.632617,21,6.670871,24,16,40,0.0,24.0
COF_025417,bcu-f,11,embed/11.pt,3,2,3,2,7,-1,unfn,0,0.0,none,-1,none,34.35023,26.44349,11,2.125222,8,1.653539,24,16,40,0.0,24.0
COF_025419,bcu-f,11,embed/11.pt,3,2,3,2,9,926,fn,25,0.25,ch2,0,base,38.22881,32.13001,15,4.155429,12,3.84053,24,16,40,6.0,18.0
COF_025420,bcu-f,11,embed/11.pt,3,0,3,0,4,1297,fn,25,0.25,ph,8,base,25.94946,19.47647,42,12.095201,13,6.038134,24,16,40,6.0,18.0
COF_025421,bcu-f,11,embed/11.pt,3,2,3,2,5,791,fn,75,0.75,ch2,2,base,35.49906,28.94511,27,9.949813,20,8.10565,24,16,40,18.0,6.0
COF_025422,bcu-f,11,embed/11.pt,3,0,3,0,6,294,fn,50,0.5,dir,23,base,13.7311,6.55466,41,1.388414,2,0.477526,24,16,40,12.0,12.0
COF_025423,bcu-f,11,embed/11.pt,3,1,3,1,9,922,fn,75,0.75,ch2,15,base,30.07414,23.31584,36,19.352804,22,14.805574,24,16,40,18.0,6.0
COF_025424,bcu-f,11,embed/11.pt,3,1,3,1,6,-1,unfn,0,0.0,none,-1,none,30.21814,22.02801,15,13.072466,15,13.072466,24,16,40,0.0,24.0
COF_025425,bcu-f,11,embed/11.pt,3,0,3,0,3,-1,unfn,0,0.0,none,-1,none,26.55436,19.21987,9,0.992152,5,0.66799,24,16,40,0.0,24.0
COF_025426,bcu-f,11,embed/11.pt,3,2,3,2,9,1473,fn,100,1.0,ph,4,base,34.59386,22.46946,28,10.785222,20,8.990529,24,16,40,24.0,0.0
COF_025427,bcu-f,11,embed/11.pt,3,0,3,0,2,-1,unfn,0,0.0,none,-1,none,27.37843,20.37742,9,1.843447,7,1.607311,24,16,40,0.0,24.0
COF_025429,bcu-f,11,embed/11.pt,3,1,3,1,3,150,fn,100,1.0,dir,11,base,40.22771,33.21664,41,18.109476,27,14.371141,24,16,40,24.0,0.0
COF_025430,bcu-f,11,embed/11.pt,3,1,3,1,12,1556,fn,50,0.5,ph,9,base,41.69765,33.58922,8,2.867744,8,2.867744,24,16,40,12.0,12.0
COF_025431,bcu-f,11,embed/11.pt,3,2,3,2,5,1333,fn,25,0.25,ph,7,base,36.74207,27.84962,19,4.252014,14,3.503762,24,16,40,6.0,18.0
COF_025432,bcu-f,11,embed/11.pt,3,2,3,2,13,1664,fn,75,0.75,ph,0,base,34.70938,23.50696,1,0.185821,1,0.185821,24,16,40,18.0,6.0
COF_025433,bcu-f,11,embed/11.pt,3,2,3,2,11,1522,fn,100,1.0,ph,7,base,30.15142,26.31921,51,26.071662,26,14.121775,24,16,40,24.0,0.0
COF_025434,bcu-f,11,embed/11.pt,3,2,3,2,11,985,fn,75,0.75,ch2,21,base,34.66408,26.57354,50,25.744328,27,16.813006,24,16,40,18.0,6.0
COF_025435,bcu-f,11,embed/11.pt,3,1,3,1,12,1012,fn,100,1.0,ch2,21,base,37.9467,30.82103,31,20.97558,27,18.330366,24,16,40,24.0,0.0
COF_025436,bcu-f,11,embed/11.pt,3,2,3,2,5,786,fn,100,1.0,ch2,0,base,35.3882,24.7105,37,17.95646,28,14.343176,24,16,40,24.0,0.0
COF_025438,bcu-f,11,embed/11.pt,3,1,3,1,13,1646,fn,50,0.5,ph,7,base,26.0744,16.21794,14,7.649846,12,6.733971,24,16,40,12.0,12.0
COF_025441,bcu-f,11,embed/11.pt,3,2,3,2,1,631,fn,50,0.5,ch2,10,base,47.63661,39.02388,13,4.96288,12,4.697879,24,16,40,12.0,12.0
COF_025442,bcu-f,11,embed/11.pt,3,1,3,1,13,1064,fn,75,0.75,ch2,2,base,25.0031,14.06047,14,7.519278,12,7.335789,24,16,40,18.0,6.0
COF_025444,bcu-f,11,embed/11.pt,3,1,3,1,9,396,fn,50,0.5,dir,21,base,28.30312,21.63435,34,13.566235,22,11.012594,24,16,40,12.0,12.0
COF_025445,bcu-f,11,embed/11.pt,3,1,3,1,5,-1,unfn,0,0.0,none,-1,none,30.88878,21.15348,17,11.971189,15,11.214768,24,16,40,0.0,24.0
COF_025446,bcu-f,11,embed/11.pt,3,1,3,1,9,-1,unfn,0,0.0,none,-1,none,31.35432,25.27345,27,7.825535,17,6.693181,24,16,40,0.0,24.0
COF_025447,dia-g,12,embed/12.pt,3,1,3,1,7,324,fn,75,0.75,dir,9,base,36.59354,29.58693,18,7.413753,17,7.148458,24,16,40,18.0,6.0
COF_025449,dia-g,12,embed/12.pt,3,1,3,1,10,946,fn,25,0.25,ch2,11,base,38.03778,33.88742,30,14.138032,18,9.648476,24,16,40,6.0,18.0
COF_025450,dia-g,12,embed/12.pt,3,0,3,0,5,812,fn,100,1.0,ch2,14,base,18.79245,14.06407,31,7.474329,12,4.170421,24,16,40,24.0,0.0
COF_025451,dia-g,12,embed/12.pt,3,0,3,0,2,652,fn,50,0.5,ch2,9,base,35.00068,29.9611,15,4.120202,13,3.935064,24,16,40,12.0,12.0
COF_025452,dia-g,12,embed/12.pt,3,2,3,2,6,848,fn,25,0.25,ch2,21,base,47.50113,42.54771,13,1.492652,9,1.187626,24,16,40,6.0,18.0
COF_025453,dia-g,12,embed/12.pt,3,2,3,2,10,-1,unfn,0,0.0,none,-1,none,48.17755,42.89122,17,8.625643,13,7.169189,24,16,40,0.0,24.0
COF_025454,dia-g,12,embed/12.pt,3,0,3,0,7,1445,fn,25,0.25,ph,25,base,17.79528,14.04964,12,2.725116,9,2.324683,24,16,40,6.0,18.0
COF_025455,dia-g,12,embed/12.pt,3,2,3,2,13,-1,unfn,0,0.0,none,-1,none,42.60279,37.20228,0,0.0,0,0.0,24,16,40,0.0,24.0
COF_025456,dia-g,12,embed/12.pt,3,2,3,2,10,405,fn,50,0.5,dir,6,base,47.13119,39.7599,30,13.912236,18,10.376358,24,16,40,12.0,12.0
COF_025458,dia-g,12,embed/12.pt,3,0,3,0,12,1575,fn,50,0.5,ph,16,base,34.04599,27.65254,10,4.53185,10,4.53185,24,16,40,12.0,12.0
COF_025462,dia-g,12,embed/12.pt,3,2,3,2,9,-1,unfn,0,0.0,none,-1,none,48.40587,42.52186,13,2.524718,9,1.990618,24,16,40,0.0,24.0
COF_025463,dia-g,12,embed/12.pt,3,2,3,2,10,948,fn,75,0.75,ch2,14,base,45.48149,40.0667,40,18.138661,25,13.492015,24,16,40,18.0,6.0
COF_025465,dia-g,12,embed/12.pt,3,0,3,0,2,684,fn,100,1.0,ch2,0,base,34.9032,29.33208,30,9.777522,19,6.938951,24,16,40,24.0,0.0
COF_025466,dia-g,12,embed/12.pt,3,1,3,1,1,53,fn,75,0.75,dir,21,base,49.8996,45.16478,19,7.045685,15,6.485167,24,16,40,18.0,6.0
COF_025467,dia-g,12,embed/12.pt,3,1,3,1,10,937,fn,100,1.0,ch2,0,base,36.91452,32.51296,59,27.063227,26,15.970483,24,16,40,24.0,0.0
COF_025468,dia-g,12,embed/12.pt,3,1,3,1,0,1108,fn,50,0.5,ph,0,base,36.6117,31.79346,10,3.070672,10,3.070672,24,16,40,12.0,12.0
COF_025469,dia-g,12,embed/12.pt,3,0,3,0,11,1531,fn,75,0.75,ph,-1,functionalized,17.54782,14.05359,39,19.338178,9,7.521556,24,16,40,18.0,6.0
COF_025470,dia-g,12,embed/12.pt,3,0,3,0,1,-1,unfn,0,0.0,none,-1,none,35.61393,32.73877,0,0.0,0,0.0,24,16,40,0.0,24.0
COF_025471,dia-g,12,embed/12.pt,3,1,3,1,3,743,fn,25,0.25,ch2,14,base,49.77092,43.41155,23,7.326961,20,7.021371,24,16,40,6.0,18.0
COF_025473,dia-g,12,embed/12.pt,3,0,3,0,2,694,fn,25,0.25,ch2,5,base,35.27065,29.16543,17,2.80008,12,2.45056,24,16,40,6.0,18.0
COF_025474,dia-g,12,embed/12.pt,3,2,3,2,3,711,fn,100,1.0,ch2,0,base,59.30998,51.84462,24,6.717697,19,5.340565,24,16,40,24.0,0.0
COF_025475,dia-g,12,embed/12.pt,3,1,3,1,4,-1,unfn,0,0.0,none,-1,none,50.60514,45.59199,28,7.473035,19,6.500447,24,16,40,0.0,24.0
COF_025476,dia-g,12,embed/12.pt,3,0,3,0,4,217,fn,25,0.25,dir,24,base,35.69977,29.84202,50,15.26023,18,7.934867,24,16,40,6.0,18.0
COF_025477,dia-g,12,embed/12.pt,3,1,3,1,4,777,fn,75,0.75,ch2,13,base,49.94111,43.23819,50,19.217937,28,13.576579,24,16,40,18.0,6.0
COF_025478,dia-g,12,embed/12.pt,3,2,3,2,0,15,fn,100,1.0,dir,19,base,45.26969,39.47918,9,2.259508,9,2.259508,24,16,40,24.0,0.0
